Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Publication City/Country,Dimensions,Language,ISBN10,ISBN13
"Artificial Neural Networks and Machine Learning -- ICANN 2012 : 22nd International Conference on Artificial Neural Networks, Lausanne, Switzerland, September 11-14, 2012, Proceedings, Part I","Alessandro Villa, Wlodzislaw Duch, Péter Érdi, Francesco Masulli, Günther Palm","NT$3,141",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6423/9783642332685.jpg,,739 pages,"
                                Paperback
                                    | 739 pages

",13 Aug 2012,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155.96
                                    x 233.93
                                    x 38.86mm
                                
                                    | 1,157g
                                ","
                                English",3642332684,9783642332685
Mastering Machine Learning with Spark 2.x,"Alex Tellez, Max Pumperla, Michal Malohlava","NT$1,591",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7852/9781785283451.jpg,,340 pages,"
                                Paperback
                                    | 340 pages

",31 Aug 2017,"


                                        Packt Publishing Limited

","
                                Birmingham, United Kingdom","
                                191
                                    x 235
                                    x 18.03mm
                                
                                    | 585.13g
                                ","
                                English",1785283456,9781785283451
Knowledge Discovery using Machine Learning Algorithms,"Sujata Dash, Bichitrananda Patra","NT$1,745",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6599/9783659926204.jpg,,192 pages,"
                                Paperback
                                    | 192 pages

",01 Nov 2016,"


                                        LAP Lambert Academic Publishing

",,"
                                150
                                    x 220
                                    x 12mm
                                
                                    | 302g
                                ","
                                English",3659926205,9783659926204
Machine Learning for Text Classification in Big Data Analytics,"Narasimha Rao Gudikandhula, Jagadeeswara Rao Peddada","NT$1,331",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6599/9783659946875.jpg,,96 pages,"
                                Paperback
                                    | 96 pages

",25 Nov 2016,"


                                        LAP Lambert Academic Publishing

",,"
                                150
                                    x 220
                                    x 6mm
                                
                                    | 161g
                                ","
                                English",3659946877,9783659946875
Automated Detection of Hematological Patterns Through Machine Learning,Rossman Mark,"NT$1,097",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6593/9783659333651.jpg,,128 pages,"
                                Paperback
                                    | 128 pages

",17 Jul 2014,"


                                        LAP Lambert Academic Publishing

","
                                United States","
                                152
                                    x 229
                                    x 8mm
                                
                                    | 200g
                                ","
                                English",3659333654,9783659333651
"Artificial Neural Networks and Machine Learning -- ICANN 2014 : 24th International Conference on Artificial Neural Networks, Hamburg, Germany, September 15-19, 2014, Proceedings","Stefan Wermter, Cornelius Weber, Wlodzislaw Duch, Timo Honkela, Petia Koprinkova-Hristova, Sven Magg, Günther Palm, Allessandro E.P. Villa","NT$2,529",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319111780.jpg,,852 pages,"
                                Paperback
                                    | 852 pages

",22 Sep 2014,"


                                        Springer International Publishing AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 44.2mm
                                
                                    | 1,206.56g
                                ","
                                English",3319111787,9783319111780
Results on Graph Theory and Machine Learning in 2019,Wei Gao,"NT$1,193",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2004/9786200435385.jpg,,124 pages,"
                                Paperback
                                    | 124 pages

",20 Nov 2019,"


                                        LAP Lambert Academic Publishing

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 191g
                                ","
                                English",6200435383,9786200435385
Regression Testing in Era of Internet of Things and Machine Learning : A practical approach,Abhinandan H Patil M Tech,"NT$1,872",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7107/9781710768695.jpg,,224 pages,"
                                Paperback
                                    | 224 pages

",23 Nov 2019,"


                                        Independently Published

",,"
                                216
                                    x 280
                                    x 15mm
                                
                                    | 730g
                                ","
                                English",171076869X,9781710768695
Challenges and Applications for Implementing Machine Learning in Computer Vision,"Ramgopal Kashyap, A.V. Senthil Kumar","NT$3,825",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7998/9781799801832.jpg,,324 pages,"
                                Paperback
                                    | 324 pages

",30 Oct 2019,"


                                        IGI Global

","
                                United States","
                                178
                                    x 254
                                    x 17.27mm
                                
                                    | 562.45g
                                ","
                                English",1799801837,9781799801832
Artificial Intelligence and Machine Learning for Digital Pathology : State-of-the-Art and Future Challenges,"Andreas Holzinger, Randy Goebel, Michael Mengel, Heimo Müller","NT$1,855",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0305/9783030504014.jpg,,341 pages,"
                                Paperback
                                    | 341 pages

",15 Aug 2020,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 15.24mm
                                
                                    | 545g
                                ","
                                English",3030504018,9783030504014
"Machine Learning and Data Mining in Pattern Recognition : 4th International Conference, MLDM 2005, Leipzig, Germany, July 9-11, 2005, Proceedings","Petra Perner, Atsushi Imiya","NT$4,801",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5402/9783540269236.jpg,,698 pages,"
                                Paperback
                                    | 698 pages

",15 Aug 2005,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155
                                    x 235
                                    x 36.58mm
                                
                                    | 2,190g
                                ","
                                English",3540269231,9783540269236
"Machine Learning and Data Mining in Pattern Recognition : 6th International Conference, MLDM 2009, Leipzig, Germany, July 23-25, 2009, Proceedings",Petra Perner,"NT$3,445",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6420/9783642030697.jpg,,824 pages,"
                                Paperback
                                    | 824 pages

",01 Aug 2009,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155
                                    x 235
                                    x 33.02mm
                                
                                    | 1,264g
                                ","
                                English",3642030696,9783642030697
"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics : 9th European Conference, EvoBIO 2011, Torino, Italy, April 27-29, 2011, Proceedings","Clara Pizzuti, Marylyn D. Ritchie, Mario Giacobini","NT$2,040",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642203886.jpg,,183 pages,"
                                Paperback
                                    | 183 pages

",09 Jun 2011,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155
                                    x 235
                                    x 10.16mm
                                
                                    | 305g
                                ","
                                English",3642203884,9783642203886
Susanne Huth - Analog Algorithm - Landscapes of Machine Learning,"Maren Lubbke-tidow, Susanne Huth",NT$869,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9029/9783902993915.jpg,,80 pages,"
                                Paperback
                                    | 80 pages

",13 Aug 2020,"


                                        Fotohof

","
                                Salzburg, Austria","
                                150
                                    x 240
                                    x 12mm
                                
                                    | 265g
                                ","
                                English, German",390299391X,9783902993915
Financial Data Resampling for Machine Learning Based Trading : Application to Cryptocurrency Markets,"Tome Almeida Borges, Rui Neves","NT$1,508",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030683788.jpg,,,"
                                Paperback",22 Mar 2021,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235mm
                                ","
                                English",3030683788,9783030683788
"ICT Innovations 2020. Machine Learning and Applications : 12th International Conference, ICT Innovations 2020, Skopje, North Macedonia, September 24-26, 2020, Proceedings","Vesna Dimitrova, Ivica Dimitrovski","NT$2,569",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030620974.jpg,,229 pages,"
                                Paperback
                                    | 229 pages

",30 Oct 2020,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 13.46mm
                                
                                    | 391g
                                ","
                                English",3030620972,9783030620974
Regression Testing in Era of Internet of Things and Machine Learning,Abhinandan H. Patil,NT$909,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7947/9781794762404.jpg,,222 pages,"
                                Paperback
                                    | 222 pages

",01 Mar 2020,"


                                        Lulu.com

","
                                Morrisville, United States","
                                216
                                    x 279
                                    x 12.95mm
                                
                                    | 335.66g
                                ","
                                English",179476240X,9781794762404
"Social Network Forensics, Cyber Security, and Machine Learning","P. Venkata Krishna, Sasikumar Gurumoorthy, Mohammad S. Obaidat","NT$1,157",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8113/9789811314551.jpg,,116 pages,"
                                Paperback
                                    | 116 pages

",20 Jan 2019,"


                                        Springer Verlag, Singapore

","
                                Singapore, Singapore","
                                155
                                    x 235
                                    x 6.86mm
                                
                                    | 203g
                                ","
                                English",9811314551,9789811314551
"Machine Learning and Data Mining in Pattern Recognition : 14th International Conference, MLDM 2018, New York, NY, USA, July 15-19, 2018, Proceedings, Part I",Petra Perner,"NT$2,515",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319961354.jpg,,455 pages,"
                                Paperback
                                    | 455 pages

",08 Jul 2018,"


                                        Springer International Publishing AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 24.13mm
                                
                                    | 718g
                                ","
                                English",3319961357,9783319961354
"Machine Learning and Data Mining in Pattern Recognition : 14th International Conference, MLDM 2018, New York, NY, USA, July 15-19, 2018, Proceedings, Part II",Petra Perner,"NT$2,881",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3199/9783319961323.jpg,,485 pages,"
                                Paperback
                                    | 485 pages

",08 Jul 2018,"


                                        Springer International Publishing AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 25.65mm
                                
                                    | 7,548g
                                ","
                                English",3319961322,9783319961323
"Artificial Neural Networks and Machine Learning - ICANN 2018 : 27th International Conference on Artificial Neural Networks, Rhodes, Greece, October 4-7, 2018, Proceedings, Part I","Vera Kurkova, Yannis Manolopoulos, Barbara Hammer, Lazaros Iliadis, Ilias Maglogiannis","NT$2,554",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030014179.jpg,,824 pages,"
                                Paperback
                                    | 824 pages

",27 Sep 2018,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 43.69mm
                                
                                    | 1,306g
                                ","
                                English",3030014177,9783030014179
Applied Machine Learning for Solar Data Processing,"Mohammad H Alomari, Rami S Qahwaji, Stanley S Ipson","NT$1,577",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8454/9783845477763.jpg,,152 pages,"
                                Paperback
                                    | 152 pages

",22 Sep 2011,"


                                        LAP Lambert Academic Publishing

","
                                Germany","
                                152
                                    x 229
                                    x 9mm
                                
                                    | 231g
                                ","
                                English",3845477768,9783845477763
Evolutionary Approach to Machine Learning and Deep Neural Networks : Neuro-Evolution and Gene Regulatory Networks,Hitoshi Iba,"NT$2,932",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8113/9789811343582.jpg,,245 pages,"
                                Paperback
                                    | 245 pages

",01 Feb 2019,"


                                        Springer Verlag, Singapore

","
                                Singapore, Singapore","
                                155
                                    x 235
                                    x 13.97mm
                                
                                    | 403g
                                ","
                                English",9811343586,9789811343582
Application of Machine Learning to Rotorcraft Health Monitoring,National Aeronautics and Space Adm Nasa,NT$625,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7944/9781794440708.jpg,,36 pages,"
                                Paperback
                                    | 36 pages

",22 Jan 2019,"


                                        Independently Published

",,"
                                216
                                    x 279
                                    x 2mm
                                
                                    | 109g
                                ","
                                English",1794440704,9781794440708
ATM CARD Fraud Detection Using Machine Learning,"Sai Harsha Kiran Siddanthapu, Venu Madhava Murthy Goddanty, Pavan Prithvi Boddu","NT$1,063",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1394/9786139445363.jpg,,56 pages,"
                                Paperback
                                    | 56 pages

",01 Jun 2019,"


                                        LAP Lambert Academic Publishing

",,"
                                152
                                    x 229
                                    x 3mm
                                
                                    | 95g
                                ","
                                English",6139445361,9786139445363
Flood Forecasting Using Machine Learning Methods,"Fi-John Chang, Kuolin Hsu, Li-Chiu Chang","NT$1,444",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0389/9783038975489.jpg,,376 pages,"
                                Paperback
                                    | 376 pages

",28 Feb 2019,"


                                        MDPI AG

",,"
                                170
                                    x 244
                                    x 26mm
                                
                                    | 803g
                                ","
                                English",3038975486,9783038975489
Machine Learning Para Ninos (Tinker Toddlers) - Spanish,Dhoot,NT$371,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9504/9781950491971.jpg,3.2,26 pages,"
                                Paperback
                                    | 26 pages

",14 Mar 2019,"


                                        Genbeam LLC

",,"
                                216
                                    x 216
                                    x 2mm
                                
                                    | 86g
                                ","
                                Spanish",1950491978,9781950491971
Machine Learning in industriellen Dienstleistungen. Ein Vorgehensmodell,Felix Lammers,"NT$1,087",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6689/9783668927728.jpg,,84 pages,"
                                Paperback
                                    | 84 pages

",28 May 2019,"


                                        GRIN Verlag

",,"
                                148
                                    x 210
                                    x 5mm
                                
                                    | 122g
                                ","
                                German",3668927723,9783668927728
Machine Learning in Advanced Driver-Assistance Systems : Contributions to Pedestrian Detection and Adversarial Modeling,Farzin Ghorban,"NT$2,236",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8325/9783832548742.jpg,,153 pages,"
                                Paperback
                                    | 153 pages

",01 Apr 2019,"


                                        Logos Verlag Berlin GmbH

","
                                Berlin, Germany","
                                145
                                    x 210mm
                                
                                    | 471.74g
                                ","
                                English",3832548742,9783832548742
An intrusion detection system using machine learning algorithm,Chibuzor John Ugochukwu,"NT$1,072",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1399/9786139986361.jpg,,76 pages,"
                                Paperback
                                    | 76 pages

",16 Jul 2019,"


                                        LAP Lambert Academic Publishing

",,"
                                152
                                    x 229
                                    x 5mm
                                
                                    | 122g
                                ","
                                English",6139986362,9786139986361
"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics : 10th European Conference, EvoBIO 2012, Malaga, Spain, April 11-13, 2012, Proceedings","Mario Giacobini, Leonardo Vanneschi, William S. Bush","NT$1,658",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642290657.jpg,,255 pages,"
                                Paperback
                                    | 255 pages

",28 Mar 2012,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155
                                    x 235
                                    x 15.24mm
                                
                                    | 408.23g
                                ","
                                English",3642290655,9783642290657
Identification of Handwritten Characters Using Machine Learning,"Dabra Sheetal, Agrawal Sunil","NT$1,323",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6593/9783659390500.jpg,,84 pages,"
                                Paperback
                                    | 84 pages

",24 May 2013,"


                                        LAP Lambert Academic Publishing

","
                                United States","
                                152
                                    x 229
                                    x 5mm
                                
                                    | 136g
                                ","
                                English",365939050X,9783659390500
Machine Learning Approaches for Disease State Classification,"Wang Peng, Deshpande Gopi, Wilamowski Bogdan",NT$966,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6594/9783659437434.jpg,,60 pages,"
                                Paperback
                                    | 60 pages

",02 Aug 2013,"


                                        LAP Lambert Academic Publishing

","
                                United States","
                                152
                                    x 229
                                    x 4mm
                                
                                    | 100g
                                ","
                                English",3659437433,9783659437434
Machine Learning and Non-Linear Dynamics to the Rescue,Sharad Shandilya,"NT$1,571",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6397/9783639700299.jpg,,88 pages,"
                                Paperback
                                    | 88 pages

",17 Nov 2013,"


                                        Scholars' Press

",,"
                                152
                                    x 229
                                    x 5mm
                                
                                    | 141g
                                ","
                                English",3639700295,9783639700299
Machine Learning for Vision-Based Motion Analysis : Theory and Techniques,"Liang Wang, Guoying Zhao, Li Cheng, Matti Pietikainen","NT$5,231",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4471/9781447126072.jpg,3,372 pages,"
                                Paperback
                                    | 372 pages

",02 Jan 2013,"


                                        Springer London Ltd

","
                                England, United Kingdom","
                                155
                                    x 235
                                    x 20.32mm
                                
                                    | 593g
                                ","
                                English",1447126076,9781447126072
Machine Learning in Bio-Signal Analysis and Diagnostic Imaging,"Nilanjan Dey, Surekha Borra, Amira S. Ashour, Fuqian Shi","NT$3,906",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1281/9780128160862.jpg,,345 pages,"
                                Paperback
                                    | 345 pages

",05 Dec 2018,"


                                        Elsevier Science Publishing Co Inc

","
                                San Diego, United States","
                                191
                                    x 235
                                    x 18.29mm
                                
                                    | 730g
                                ","
                                English",0128160861,9780128160862
Machine Learning Techniques for Gait Biometric Recognition : Using the Ground Reaction Force,"James Eric Mason, Issa Traore, Isaac Woungang","NT$2,743",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3198/9783319804866.jpg,,223 pages,"
                                Paperback
                                    | 223 pages

",30 Mar 2018,"


                                        Springer International Publishing AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 13.97mm
                                
                                    | 403g
                                ","
                                English",3319804863,9783319804866
Phishing Website Detection Using Machine Learning Algorithms,Hajara Musa,"NT$1,076",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2003/9786200326164.jpg,,84 pages,"
                                Paperback
                                    | 84 pages

",14 Oct 2019,"


                                        LAP Lambert Academic Publishing

",,"
                                152
                                    x 229
                                    x 5mm
                                
                                    | 136g
                                ","
                                English",6200326169,9786200326164
Machine Learning Systems for Multimodal Affect Recognition,Markus Kächele,"NT$1,443",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6582/9783658286736.jpg,,188 pages,"
                                Paperback
                                    | 188 pages

",03 Dec 2019,"


                                        Springer

","
                                Dordrecht, Netherlands","
                                148
                                    x 210
                                    x 11.18mm
                                
                                    | 278g
                                ","
                                English",3658286733,9783658286736
"Artificial Neural Networks and Machine Learning - ICANN 2018 : 27th International Conference on Artificial Neural Networks, Rhodes, Greece, October 4-7, 2018, Proceedings, Part II","Vera Kurkova, Yannis Manolopoulos, Barbara Hammer, Lazaros Iliadis, Ilias Maglogiannis","NT$2,060",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030014209.jpg,,632 pages,"
                                Paperback
                                    | 632 pages

",26 Sep 2018,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 33.78mm
                                
                                    | 997g
                                ","
                                English",3030014207,9783030014209
"Artificial Neural Networks and Machine Learning - ICANN 2018 : 27th International Conference on Artificial Neural Networks, Rhodes, Greece, October 4-7, 2018, Proceedings, Part III","Vera Kurkova, Yannis Manolopoulos, Barbara Hammer, Lazaros Iliadis, Ilias Maglogiannis","NT$2,557",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030014230.jpg,,846 pages,"
                                Paperback
                                    | 846 pages

",01 Nov 2018,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 44.2mm
                                
                                    | 1,318g
                                ","
                                English",3030014231,9783030014230
Application of FPGA to Real-Time Machine Learning : Hardware Reservoir Computers and Software Image Processing,Piotr Antonik,"NT$3,591",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030081645.jpg,,171 pages,"
                                Paperback
                                    | 171 pages

",10 Jan 2019,"


                                        Springer Nature Switzerland AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 10.67mm
                                
                                    | 308g
                                ","
                                English",3030081648,9783030081645
Fruit Crop Grading Using Machine Learning Techniques : Grading Technique,"Gunvantsinh Gohil, Gaurang Kharadi, Himanshu Vaja","NT$1,063",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1383/9786138389293.jpg,,52 pages,"
                                Paperback
                                    | 52 pages

",06 May 2019,"


                                        LAP Lambert Academic Publishing

",,"
                                150
                                    x 220
                                    x 3mm
                                
                                    | 93g
                                ","
                                English",6138389298,9786138389293
Mastering Machine Learning with Python in Six Steps : A Practical Implementation Guide to Predictive Data Analytics Using Python,Manohar Swamynathan,"NT$1,043",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484249468.jpg,4,457 pages,"
                                Paperback
                                    | 457 pages

",02 Oct 2019,"


                                        aPress

","
                                Berkley, United States","
                                178
                                    x 254
                                    x 23.62mm
                                
                                    | 898g
                                ","
                                English",1484249461,9781484249468
Multi-kernel Classification Machine with Universum learning,Changming Zhu,NT$794,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6597/9783659707933.jpg,,56 pages,"
                                Paperback
                                    | 56 pages

",29 Mar 2017,"


                                        LAP Lambert Academic Publishing

",,"
                                150
                                    x 220
                                    x 3mm
                                
                                    | 100g
                                ","
                                English",3659707937,9783659707933
"Towards Integrative Machine Learning and Knowledge Extraction : BIRS Workshop, Banff, AB, Canada, July 24-26, 2015, Revised Selected Papers","Andreas Holzinger, Randy Goebel, Massimo Ferri, Vasile Palade","NT$1,882",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319697741.jpg,,207 pages,"
                                Paperback
                                    | 207 pages

",29 Oct 2017,"


                                        Springer International Publishing AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 11.94mm
                                
                                    | 349g
                                ","
                                English",3319697749,9783319697741
Markov Models Supervised and Unsupervised Machine Learning : Mastering Data Science & Python,William Sullivan,NT$491,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9760/9781976050008.jpg,3.67,126 pages,"
                                Paperback
                                    | 126 pages

",03 Sep 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                127
                                    x 203
                                    x 7mm
                                
                                    | 134g
                                ","
                                English",1976050006,9781976050008
"Artificial Neural Networks and Machine Learning - ICANN 2017 : 26th International Conference on Artificial Neural Networks, Alghero, Italy, September 11-14, 2017, Proceedings, Part I","Alessandra Lintas, Stefano Rovetta, Paul F. M. J. Verschure, Alessandro E. P. Villa","NT$2,742",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319685991.jpg,,469 pages,"
                                Paperback
                                    | 469 pages

",18 Dec 2017,"


                                        Springer International Publishing AG

","
                                Cham, Switzerland","
                                155
                                    x 235
                                    x 25.65mm
                                
                                    | 7,548g
                                ","
                                English",3319685996,9783319685991
Java Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,"NT$2,256",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9738/9781973862321.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",24 Jul 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1973862328,9781973862321
Machine Learning with R Complete Self-Assessment Guide,Gerardus Blokdyk,"NT$2,258",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9738/9781973887263.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",24 Jul 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 175g
                                ","
                                English",1973887266,9781973887263
Estadistica y Machine Learning con R,Francisco Javier Parra Rodríguez,"NT$1,661",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2022/9786202252164.jpg,,288 pages,"
                                Paperback
                                    | 288 pages

",01 Dec 2017,"


                                        Editorial Academica Espanola

",,"
                                152
                                    x 229
                                    x 17mm
                                
                                    | 426g
                                ","
                                Spanish",6202252162,9786202252164
Machine Learning Using C Sharp For Techies,Archie Davies,NT$355,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5404/9781540414304.jpg,,150 pages,"
                                Paperback
                                    | 150 pages

",16 Nov 2016,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 8mm
                                
                                    | 209g
                                ","
                                English",1540414302,9781540414304
A Machine-Learning Approach to Phishing Detection and Defense,"O.A. Akanbi, Iraj Sadegh Amiri, E. Fazeldehkordi","NT$1,422",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1280/9780128029275.jpg,2.67,100 pages,"
                                Paperback
                                    | 100 pages

",10 Dec 2014,"


                                        Syngress Media,U.S.

","
                                Rockland, MA, United States","
                                152
                                    x 229
                                    x 5.33mm
                                
                                    | 160g
                                ","
                                English",0128029277,9780128029275
"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics : 8th European Conference, EvoBIO 2010, Istanbul, Turkey, April 7-9, 2010, Proceedings","Clara Pizzuti, Marylyn D. Ritchie, Mario Giacobini","NT$2,136",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6421/9783642122101.jpg,,249 pages,"
                                Paperback
                                    | 249 pages

",21 May 2010,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                157.48
                                    x 231.14
                                    x 12.7mm
                                
                                    | 399.16g
                                ","
                                English",3642122108,9783642122101
"Artificial Neural Networks and Machine Learning - ICANN 2011 : 21st International Conference on Artificial Neural Networks, Espoo, Finland, June 14-17, 2011, Proceedings, Part II","Timo Honkela, Wlodzislaw Duch, Mark Girolami, Samuel Kaski","NT$2,722",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642217371.jpg,4,474 pages,"
                                Paperback
                                    | 474 pages

",02 Aug 2011,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155
                                    x 235
                                    x 27.94mm
                                
                                    | 759g
                                ","
                                English",3642217370,9783642217371
"Machine Learning and Knowledge Discovery in Databases, Part II : European Conference, ECML PKDD 2010, Athens, Greece, September 5-9, 2011, Proceedings, Part II","Dimitrios Gunopulos, Thomas Hofmann, Donato Malerba, Michalis Vazirgiannis","NT$3,503",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642237829.jpg,,681 pages,"
                                Paperback
                                    | 681 pages

",01 Mar 2012,"


                                        Springer-Verlag Berlin and Heidelberg GmbH & Co. KG

","
                                Berlin, Germany","
                                155
                                    x 235
                                    x 35.81mm
                                
                                    | 1,048g
                                ","
                                English",3642237827,9783642237829
Biomedical Data Mining Using Machine Learning,Ekaterina Shutova,"NT$1,309",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6392/9783639216448.jpg,,104 pages,"
                                Paperback
                                    | 104 pages

",30 Dec 2009,"


                                        VDM Verlag

","
                                Germany","
                                152
                                    x 229
                                    x 6mm
                                
                                    | 163g
                                ","
                                English",363921644X,9783639216448
